Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,YrSold,SaleType,SaleCondition,SalePrice,DiffYearsSaleVSBuild,DiffYearsRemodAddVSBuild,DiffYearsGarageVSBuild,LotShape_agg,LotConfig_agg,Neighborhood_agg,Condition1_agg,OverallCond_agg,OverallQual_agg,Exterior1st_agg,Exterior2nd_agg,HeatingQC_agg,BsmtFullBath_optb,BsmtHalfBath_optb,FullBath_optb,HalfBath_optb,Functional_agg,Fireplaces_optb,FireplaceQu_agg,GarageType_optb,GarageQual_agg,SaleType_optb,SaleCondition_optb,LotShape_ord,LandContour_ord,Utilities_ord,LandSlope_ord,OverallQual_ord,OverallCond_ord,ExterQual_ord,ExterCond_ord,BsmtQual_ord,BsmtCond_ord,HeatingQC_ord,KitchenQual_ord,FireplaceQu_ord,GarageQual_ord,GarageCond_ord,PoolQC_ord,BsmtExposure_ord,BsmtFinType1_ord,BsmtFinType2_ord,Functional_ord,GarageFinish_ord
1112,2-STORY 1946 & NEWER,Residential Low Density,80,10480,Paved,nan,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northwest Ames,Normal,Normal,Single-family Detached,2Story,Good,Above Average,Hip,Standard (Composite) Shingle,Plywood,Plywood,Brick Face,660,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Average Living Quarters,403,Unfinshed,0,400,803,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1098,866,0,1964,0,0,2,1,4,1,Typical/Average,8,Typical Functionality,1,Good - Masonry Fireplace in main level,Attached to home,Rough Finished,2,483,Typical/Average,Typical/Average,Paved,0,69,0,0,0,0,No pool,No fence,No specificity,0,2008,Warranty Deed - Conventional,Normal Sale,205000,32.69041095890411,0.0,0.0,Regular,Inside lot,North Ames,Normal,Above Average,Good,Wood-Based Siding,Wood-Based Siding,Average/Typical,"(-inf, 0.50)","(-inf, 0.50)","[1.50, inf)","[0.50, inf)",Typical Functionality,"[0.50, 1.50)",Good - Masonry Fireplace in main level,['Attached to home'],Typical/Average,"['Other' 'Contract Low Down' 'Contract Low Down payment and low interest'
 'Court Officer Deed/Estate' 'Warranty Deed - Conventional'
 'Contract Low Interest' 'Warranty Deed - Cash']","['Allocation - two linked properties with separate deeds, typically condo with a garage unit'
 'Normal Sale']",0,1,4,0,6,5,3,3,3,3,3,3,4,3,3,0,1,5,1,8,2
1113,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,73,7100,Paved,nan,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,North Ames,Normal,Normal,Single-family Detached,One story,Average,Good,Gable,Standard (Composite) Shingle,Wood Shingles,Wd Shng,No veener,0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Good Living Quarters,708,Unfinshed,0,108,816,Gas forced warm air furnace,Average/Typical,Yes,Fuse Box over 60 AMP and all Romex wiring (Average),816,0,0,816,1,0,1,0,2,1,Typical/Average,5,Typical Functionality,0,No fireplace,Detached from home,Unfinished,1,308,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,No pool,No fence,No specificity,0,2006,Warranty Deed - Conventional,Normal Sale,129900,49.52876712328767,0.0,0.0,Slightly irregular,Corner lot,North Ames,Normal,Good,Average,Wood-Based Siding,Wd Shng,Average/Typical,"[0.50, inf)","(-inf, 0.50)","(-inf, 1.50)","(-inf, 0.50)",Typical Functionality,"(-inf, 0.50)",No fireplace,['Detached from home' 'More than one type of garage' 'Basement Garage'],Typical/Average,"['Other' 'Contract Low Down' 'Contract Low Down payment and low interest'
 'Court Officer Deed/Estate' 'Warranty Deed - Conventional'
 'Contract Low Interest' 'Warranty Deed - Cash']","['Allocation - two linked properties with separate deeds, typically condo with a garage unit'
 'Normal Sale']",1,1,4,0,4,6,3,3,3,3,3,3,0,3,3,0,1,6,1,8,1
1114,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,66,8923,Paved,nan,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,North Ames,Normal,Normal,Single-family Detached,One story,Average,Good,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,No veener,0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Below Average Living Quarters,643,Unfinshed,0,365,1008,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1008,0,0,1008,1,0,1,0,2,1,Good,6,Typical Functionality,0,No fireplace,Attached to home,Unfinished,1,240,Typical/Average,Typical/Average,Paved,0,18,0,0,0,0,No pool,No fence,No specificity,0,2007,Warranty Deed - Conventional,Normal Sale,134500,54.364383561643834,53.035616438356165,0.0,Regular,Inside lot,North Ames,Normal,Good,Average,Wood-Based Siding,Wood-Based Siding,Good,"[0.50, inf)","(-inf, 0.50)","(-inf, 1.50)","(-inf, 0.50)",Typical Functionality,"(-inf, 0.50)",No fireplace,['Attached to home'],Typical/Average,"['Other' 'Contract Low Down' 'Contract Low Down payment and low interest'
 'Court Officer Deed/Estate' 'Warranty Deed - Conventional'
 'Contract Low Interest' 'Warranty Deed - Cash']","['Allocation - two linked properties with separate deeds, typically condo with a garage unit'
 'Normal Sale']",0,1,4,0,4,6,3,3,3,3,4,4,0,3,3,0,1,4,1,8,1
1115,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,90,5400,Paved,nan,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Old Town,Normal,Normal,Single-family Detached,One story,Average,Good,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,No veener,0,Average/Typical,Good,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Average Rec Room,415,Unfinshed,0,418,833,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,833,0,0,833,0,0,1,0,2,1,Good,4,Typical Functionality,0,No fireplace,Detached from home,Unfinished,1,326,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,No pool,Minimum Privacy,No specificity,0,2006,Warranty Deed - Conventional,Normal Sale,117000,52.61643835616438,46.03013698630137,1.0,Regular,Inside lot,Center and university,Normal,Good,Average,Metal Siding,Metal Siding,Excellent,"(-inf, 0.50)","(-inf, 0.50)","(-inf, 1.50)","(-inf, 0.50)",Typical Functionality,"(-inf, 0.50)",No fireplace,['Detached from home' 'More than one type of garage' 'Basement Garage'],Typical/Average,"['Other' 'Contract Low Down' 'Contract Low Down payment and low interest'
 'Court Officer Deed/Estate' 'Warranty Deed - Conventional'
 'Contract Low Interest' 'Warranty Deed - Cash']","['Allocation - two linked properties with separate deeds, typically condo with a garage unit'
 'Normal Sale']",0,1,4,0,4,6,3,4,3,3,5,4,0,3,3,0,1,3,1,8,1
1116,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,93,12085,Paved,nan,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northridge Heights,Normal,Normal,Single-family Detached,One story,Very Good,Average,Hip,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Stone,328,Good,Average/Typical,Poured Contrete,Excellent (100+ inches),Typical - slight dampness allowed,No Exposure,Good Living Quarters,1004,Unfinshed,0,730,1734,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1734,0,0,1734,1,0,2,0,3,1,Excellent,7,Typical Functionality,1,Good - Masonry Fireplace in main level,Attached to home,Rough Finished,3,928,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,No pool,No fence,No specificity,0,2007,Home just constructed and sold,Home was not completed when last assessed (associated with New Homes),318000,0.8328767123287671,0.0,0.0,Regular,Inside lot,North Ames,Normal,Average,Excellent,Vinyl Siding,Vinyl Siding,Excellent,"[0.50, inf)","(-inf, 0.50)","[1.50, inf)","(-inf, 0.50)",Typical Functionality,"[0.50, 1.50)",Good - Masonry Fireplace in main level,['Attached to home'],Typical/Average,"['Contract 15% Down payment regular terms'
 'Home just constructed and sold']",['Home was not completed when last assessed (associated with New Homes)'],0,1,4,0,7,4,4,3,5,3,5,5,4,3,3,0,1,6,1,8,2
1117,SPLIT OR MULTI-LEVEL,Residential Low Density,0,7750,Paved,nan,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Gilbert,Normal,Normal,Single-family Detached,SLvl,Very Good,Average,Hip,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,No veener,0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure,Good Living Quarters,353,Unfinshed,0,55,408,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,779,640,0,1419,1,0,2,1,3,1,Good,7,Typical Functionality,1,Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement,Built-In (Garage part of house - typically has room above garage),Finished,2,527,Typical/Average,Typical/Average,Paved,120,0,0,0,0,0,No pool,No fence,No specificity,0,2009,Warranty Deed - Conventional,Normal Sale,184100,7.167123287671233,0.0,0.0,Regular,Inside lot,North Ames,Normal,Average,Excellent,Vinyl Siding,Vinyl Siding,Excellent,"[0.50, inf)","(-inf, 0.50)","[1.50, inf)","[0.50, inf)",Typical Functionality,"[0.50, 1.50)",Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement,['Built-In (Garage part of house - typically has room above garage)'],Typical/Average,"['Other' 'Contract Low Down' 'Contract Low Down payment and low interest'
 'Court Officer Deed/Estate' 'Warranty Deed - Conventional'
 'Contract Low Interest' 'Warranty Deed - Cash']","['Allocation - two linked properties with separate deeds, typically condo with a garage unit'
 'Normal Sale']",0,1,4,0,7,4,4,3,4,3,5,4,3,3,3,0,1,6,1,8,3
1118,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,57,9764,Paved,nan,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Frontage on 2 sides of property,Gentle slope,Sawyer,Adjacent to feeder street,Normal,Single-family Detached,One story,Average,Good,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,No veener,0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Below Average Living Quarters,702,Unfinshed,0,192,894,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,894,0,0,894,1,0,1,0,3,1,Good,5,Typical Functionality,0,No fireplace,Attached to home,Rough Finished,2,450,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,No pool,No fence,No specificity,0,2008,Warranty Deed - Conventional,Normal Sale,130000,41.35890410958904,36.02465753424657,0.0,Slightly irregular,Frontage on 2 / 3 sides of property,South and west Ames,Adjacent to a major street,Good,Average,Vinyl Siding,Vinyl Siding,Excellent,"[0.50, inf)","(-inf, 0.50)","(-inf, 1.50)","(-inf, 0.50)",Typical Functionality,"(-inf, 0.50)",No fireplace,['Attached to home'],Typical/Average,"['Other' 'Contract Low Down' 'Contract Low Down payment and low interest'
 'Court Officer Deed/Estate' 'Warranty Deed - Conventional'
 'Contract Low Interest' 'Warranty Deed - Cash']","['Allocation - two linked properties with separate deeds, typically condo with a garage unit'
 'Normal Sale']",1,1,4,0,4,6,3,3,3,3,5,4,0,3,3,0,1,4,1,8,2
1119,SPLIT OR MULTI-LEVEL,Residential Low Density,85,13825,Paved,nan,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Sawyer,Normal,Normal,Single-family Detached,SLvl,Average,Above Average,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,No veener,0,Average/Typical,Good,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinshed,0,Unfinshed,0,533,533,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1021,580,0,1601,0,1,1,0,3,1,Typical/Average,6,Minor Deductions 2,0,No fireplace,Built-In (Garage part of house - typically has room above garage),Rough Finished,1,300,Typical/Average,Typical/Average,Paved,280,34,0,0,0,0,No pool,No fence,No specificity,0,2008,Warranty Deed - Conventional,Normal Sale,140000,50.95068493150685,29.019178082191782,0.0,Regular,Inside lot,South and west Ames,Normal,Above Average,Average,Metal Siding,Metal Siding,Average/Typical,"(-inf, 0.50)","[0.50, inf)","(-inf, 1.50)","(-inf, 0.50)",Minor Deductions,"(-inf, 0.50)",No fireplace,['Built-In (Garage part of house - typically has room above garage)'],Typical/Average,"['Other' 'Contract Low Down' 'Contract Low Down payment and low interest'
 'Court Officer Deed/Estate' 'Warranty Deed - Conventional'
 'Contract Low Interest' 'Warranty Deed - Cash']","['Allocation - two linked properties with separate deeds, typically condo with a garage unit'
 'Normal Sale']",0,1,4,0,4,5,3,4,3,3,3,3,0,3,3,0,1,1,1,6,2
1120,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,70,7560,Paved,nan,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,North Ames,Normal,Normal,Single-family Detached,One story,Average,Average,Gable,Standard (Composite) Shingle,Brick Face,Wood Siding,No veener,0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Low Quality,369,Unfinshed,0,671,1040,Gas forced warm air furnace,Average/Typical,Yes,Fuse Box over 60 AMP and all Romex wiring (Average),1040,0,0,1040,0,0,1,0,3,1,Typical/Average,6,Typical Functionality,0,No fireplace,Attached to home,Rough Finished,1,286,Typical/Average,Typical/Average,Paved,140,0,252,0,0,0,No pool,Good Wood,No specificity,0,2006,Warranty Deed - Conventional,Normal Sale,133700,47.52876712328767,0.0,0.0,Regular,Inside lot,North Ames,Normal,Average,Average,Brick or Stone Façade,Wood-Based Siding,Average/Typical,"(-inf, 0.50)","(-inf, 0.50)","(-inf, 1.50)","(-inf, 0.50)",Typical Functionality,"(-inf, 0.50)",No fireplace,['Attached to home'],Typical/Average,"['Other' 'Contract Low Down' 'Contract Low Down payment and low interest'
 'Court Officer Deed/Estate' 'Warranty Deed - Conventional'
 'Contract Low Interest' 'Warranty Deed - Cash']","['Allocation - two linked properties with separate deeds, typically condo with a garage unit'
 'Normal Sale']",0,1,4,0,4,4,3,3,3,3,3,3,0,3,3,0,1,2,1,8,2
1121,1-STORY 1945 & OLDER,Residential Medium Density,59,8263,Paved,nan,Regular,Banked - Quick and significant rise from street grade to building,"All public Utilities (E,G,W,& S)",Inside lot,Moderate Slope,Iowa DOT and Rail Road,Normal,Normal,Single-family Detached,One story,Above Average,Average,Gable,Standard (Composite) Shingle,Brick Face,Brick Face,No veener,0,Average/Typical,Average/Typical,Brick & Tile,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinshed,0,Unfinshed,0,1012,1012,Gas forced warm air furnace,Average/Typical,Yes,Fuse Box over 60 AMP and all Romex wiring (Average),1012,0,0,1012,0,0,1,0,2,1,Typical/Average,6,Typical Functionality,1,Good - Masonry Fireplace in main level,Detached from home,Unfinished,1,308,Typical/Average,Typical/Average,Paved,0,22,112,0,0,0,No pool,Minimum Privacy,No specificity,0,2007,Warranty Deed - Conventional,Normal Sale,118400,87.3890410958904,30.02191780821918,0.0,Regular,Inside lot,Est Ames,Normal,Average,Above Average,Brick or Stone Façade,Brick or Stone Façade,Average/Typical,"(-inf, 0.50)","(-inf, 0.50)","(-inf, 1.50)","(-inf, 0.50)",Typical Functionality,"[0.50, 1.50)",Good - Masonry Fireplace in main level,['Detached from home' 'More than one type of garage' 'Basement Garage'],Typical/Average,"['Other' 'Contract Low Down' 'Contract Low Down payment and low interest'
 'Court Officer Deed/Estate' 'Warranty Deed - Conventional'
 'Contract Low Interest' 'Warranty Deed - Cash']","['Allocation - two linked properties with separate deeds, typically condo with a garage unit'
 'Normal Sale']",0,2,4,1,5,4,3,3,3,3,3,3,4,3,3,0,1,1,1,8,1
1122,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,84,10084,Paved,nan,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,College Creek,Normal,Normal,Single-family Detached,One story,Good,Average,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,196,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,Average Exposure (split levels or foyers typically score average or above),Good Living Quarters,24,Unfinshed,0,1528,1552,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1552,0,0,1552,0,0,2,0,3,1,Good,7,Typical Functionality,0,No fireplace,Attached to home,Rough Finished,3,782,Typical/Average,Typical/Average,Paved,144,20,0,0,0,0,No pool,No fence,No specificity,0,2006,Home just constructed and sold,Home was not completed when last assessed (associated with New Homes),212900,1.4958904109589042,1.0,0.0,Regular,Inside lot,Center and university,Normal,Average,Good,Vinyl Siding,Vinyl Siding,Excellent,"(-inf, 0.50)","(-inf, 0.50)","[1.50, inf)","(-inf, 0.50)",Typical Functionality,"(-inf, 0.50)",No fireplace,['Attached to home'],Typical/Average,"['Contract 15% Down payment regular terms'
 'Home just constructed and sold']",['Home was not completed when last assessed (associated with New Homes)'],0,1,4,0,6,4,4,3,4,3,5,4,0,3,3,0,3,6,1,8,2
1123,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,0,8926,Paved,nan,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Edwards,Normal,Normal,Single-family Detached,One story,Below Average,Fair,Gable,Standard (Composite) Shingle,Asbestos Shingles,Asbestos Shingles,No veener,0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinshed,0,Unfinshed,0,672,672,Gas forced warm air furnace,Excellent,Yes,Fuse Box over 60 AMP and all Romex wiring (Average),960,0,0,960,0,0,1,0,3,1,Typical/Average,5,Typical Functionality,0,No fireplace,Basement Garage,Unfinished,1,288,Typical/Average,Typical/Average,Paved,64,0,0,0,160,0,No pool,Minimum Privacy,No specificity,0,2009,Court Officer Deed/Estate,"Abnormal Sale -  trade, foreclosure, short sale",112000,53.78630136986301,0.0,0.0,Slightly irregular,Corner lot,Est Ames,Normal,Poor,Below Average,Other Exterior Materials,Other Exterior Materials,Excellent,"(-inf, 0.50)","(-inf, 0.50)","(-inf, 1.50)","(-inf, 0.50)",Typical Functionality,"(-inf, 0.50)",No fireplace,['Detached from home' 'More than one type of garage' 'Basement Garage'],Typical/Average,"['Other' 'Contract Low Down' 'Contract Low Down payment and low interest'
 'Court Officer Deed/Estate' 'Warranty Deed - Conventional'
 'Contract Low Interest' 'Warranty Deed - Cash']","['Adjoining Land Purchase'
 'Abnormal Sale -  trade, foreclosure, short sale'
 'Sale between family members']",1,1,4,0,3,2,3,3,3,3,5,3,0,3,3,0,1,1,1,8,1
1124,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,50,9405,Paved,nan,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Edwards,Normal,Normal,Single-family Detached,One story,Average,Excellent,Hip,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,No veener,0,Average/Typical,Excellent,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinshed,0,Unfinshed,0,698,698,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,698,0,0,698,0,1,1,0,2,1,Typical/Average,4,Typical Functionality,0,No fireplace,No garage,No garage,0,0,No garage,No garage,Paved,0,200,0,0,0,0,No pool,No fence,No specificity,0,2009,Warranty Deed - Conventional,Normal Sale,118000,62.45753424657534,61.04109589041096,0.0,Regular,Inside lot,Est Ames,Normal,Excellent,Average,Vinyl Siding,Vinyl Siding,Excellent,"(-inf, 0.50)","[0.50, inf)","(-inf, 1.50)","(-inf, 0.50)",Typical Functionality,"(-inf, 0.50)",No fireplace,['No garage' 'Car Port'],No garage,"['Other' 'Contract Low Down' 'Contract Low Down payment and low interest'
 'Court Officer Deed/Estate' 'Warranty Deed - Conventional'
 'Contract Low Interest' 'Warranty Deed - Cash']","['Allocation - two linked properties with separate deeds, typically condo with a garage unit'
 'Normal Sale']",0,1,4,0,4,8,3,5,3,3,5,3,0,0,0,0,1,1,1,8,0
1125,SPLIT OR MULTI-LEVEL,Residential Low Density,0,9125,Paved,nan,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Gilbert,Normal,Normal,Single-family Detached,SLvl,Good,Average,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,Brick Face,170,Average/Typical,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure,Unfinshed,0,Unfinshed,0,384,384,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,812,670,0,1482,0,0,2,1,3,1,Good,7,Typical Functionality,1,Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement,Attached to home,Finished,2,392,Typical/Average,Typical/Average,Paved,100,25,0,0,0,0,No pool,No fence,No specificity,0,2007,Warranty Deed - Conventional,Normal Sale,163900,15.506849315068493,0.0,0.0,Slightly irregular,Inside lot,North Ames,Normal,Average,Good,Wood-Based Siding,Wood-Based Siding,Good,"(-inf, 0.50)","(-inf, 0.50)","[1.50, inf)","[0.50, inf)",Typical Functionality,"[0.50, 1.50)",Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement,['Attached to home'],Typical/Average,"['Other' 'Contract Low Down' 'Contract Low Down payment and low interest'
 'Court Officer Deed/Estate' 'Warranty Deed - Conventional'
 'Contract Low Interest' 'Warranty Deed - Cash']","['Allocation - two linked properties with separate deeds, typically condo with a garage unit'
 'Normal Sale']",1,1,4,0,6,4,3,3,4,3,4,4,3,3,3,0,1,1,1,8,3
